,icd9,icd9_desc
13671,V142, Personal history of allergy to sulfonamides
13672,V143, Personal history of allergy to other anti-infective agent
13673,V144, Personal history of allergy to anesthetic agent
13674,V145, Personal history of allergy to narcotic agent
13675,V146, Personal history of allergy to analgesic agent
13676,V147, Personal history of allergy to serum or vaccine
13677,V148, Personal history of allergy to other specified medicinal agents
13678,V149, Personal history of allergy to unspecified medicinal agent
13679,V1501,Allergy to peanuts
13680,V1502,Allergy to milk products
13681,V1503,Allergy to eggs
13682,V1504,Allergy to seafood
13683,V1505,Allergy to other foods
13684,V1506,Allergy to insects and arachnids
13685,V1507,Allergy to latex
13686,V1508,Allergy to radiographic dye
13687,V1509,Other allergy
13688,V151, Personal history of surgery to heart and great vessels
13689,V1521,Personal history of undergoing in utero procedure during pregnancy
13690,V1522,Personal history of undergoing in utero procedure while a fetus
13691,V1529,Personal history of surgery to other organs
13692,V153, Personal history of irradiation
13693,V1541,History of physical abuse
13694,V1542,History of emotional abuse
13695,V1549,Other psychological trauma
13696,V1551,Personal history of traumatic fracture
13697,V1552,Personal history of traumatic brain injury
13698,V1553,Personal history of retained foreign body fully removed
13699,V1559,Personal history of other injury
13700,V156, Personal history of poisoning
13701,V157, Personal history of contraception
13702,V1580,Personal history of failed moderate sedation
13703,V1581,Personal history of noncompliance with medical treatment
13704,V1582,Personal history of tobacco use
13705,V1583,Personal history of underimmunization status
13706,V1584,Personal history of contact with and (suspected) exposure to asbestos
13707,V1585,Personal history of contact with and (suspected) exposure to potentially hazardous body fluids
13708,V1586,Personal history of contact with and (suspected) exposure to lead
13709,V1587,History of extracorporeal membrane oxygenation (ECMO)
13710,V1588,History of fall
13711,V1589,Other specified personal history presenting hazards to health
13712,V159, Unspecified personal history presenting hazards to health
13713,V160, Family history of malignant neoplasm of gastrointestinal tract
13714,V161, Family history of malignant neoplasm of trachea
13715,V162, Family history of malignant neoplasm of other respiratory and intrathoracic organs
13716,V163, Family history of malignant neoplasm of breast
13717,V1640,Family history of malignant neoplasm of genital organ
13718,V1641,Family history of malignant neoplasm of ovary
13719,V1642,Family history of malignant neoplasm of prostate
13720,V1643,Family history of malignant neoplasm of testis
13721,V1649,Family history of malignant neoplasm of other genital organs
13722,V1651,Family history of malignant neoplasm of kidney
13723,V1652,Family history of malignant neoplasm
13724,V1659,Family history of malignant neoplasm of other urinary organs
13725,V166, Family history of leukemia
13726,V167, Family history of other lymphatic and hematopoietic neoplasms
13727,V168, Family history of other specified malignant neoplasm
13728,V169, Family history of unspecified malignant neoplasm
13729,V170, Family history of psychiatric condition
13730,V171, Family history of stroke (cerebrovascular)
13731,V172, Family history of other neurological diseases
13732,V173, Family history of ischemic heart disease
13733,V1741,Family history of sudden cardiac death (SCD)
13734,V1749,Family history of other cardiovascular diseases
13735,V175, Family history of asthma
13736,V176, Family history of other chronic respiratory conditions
13737,V177, Family history of arthritis
13738,V1781,Family history of osteoporosis
13739,V1789,Family history of other musculoskeletal diseases
13740,V180, Family history of diabetes mellitus
13741,V1811,Family history of multiple endocrine neoplasia [MEN] syndrome
13742,V1819,Family history of other endocrine and metabolic diseases
13743,V182, Family history of anemia
13744,V183, Family history of other blood disorders
13745,V184, Family history of intellectual disabilities
13746,V1851,Family history of colonic polyps
13747,V1859,Family history of other digestive disorders
13748,V1861,Family history of polycystic kidney
13749,V1869,Family history of other kidney diseases
13750,V187, Family history of other genitourinary diseases
13751,V188, Family history of infectious and parasitic diseases
13752,V189, Family history of genetic disease carrier
13753,V190, Family history of blindness or visual loss
13754,V1911,Family history of glaucoma
13755,V1919,Family history of other specified eye disorder
13756,V192, Family history of deafness or hearing loss
13757,V193, Family history of other ear disorders
13758,V194, Family history of skin conditions
13759,V195, Family history of congenital anomalies
13760,V196, Family history of allergic disorders
13761,V197, Family history of consanguinity
13762,V198, Family history of other condition
13763,V200, Health supervision of foundling
13764,V201, Other healthy infant or child receiving care
13765,V202, Routine infant or child health check
13766,V2031,Health supervision for newborn under 8 days old
13767,V2032,Health supervision for newborn 8 to 28 days old
13768,V210, Period of rapid growth in childhood
13769,V211, Puberty
13770,V212, Other development of adolescence
13771,V2130,Low birth weight status
13772,V2131,Low birth weight status
13773,V2132,Low birth weight status
13774,V2133,Low birth weight status
13775,V2134,Low birth weight status
13776,V2135,Low birth weight status
13777,V218, Other specified constitutional states in development
13778,V219, Unspecified constitutional state in development
13779,V220, Supervision of normal first pregnancy
13780,V221, Supervision of other normal pregnancy
13781,V222, Pregnant state
13782,V230, Supervision of high-risk pregnancy with history of infertility
13783,V231, Supervision of high-risk pregnancy with history of trophoblastic disease
13784,V232, Supervision of high-risk pregnancy with history of abortion
13785,V233, Supervision of high-risk pregnancy with grand multiparity
13786,V2341,Pregnancy with history of pre-term labor
13787,V2342,Pregnancy with history of ectopic pregnancy
13788,V2349,Pregnancy with other poor obstetric history
13789,V235, Supervision of high-risk pregnancy with other poor reproductive history
13790,V237, Supervision of high-risk pregnancy with insufficient prenatal care
13791,V2381,Supervision of high-risk pregnancy with elderly primigravida
13792,V2382,Supervision of high-risk pregnancy with elderly multigravida
13793,V2383,Supervision of high-risk pregnancy with young primigravida
13794,V2384,Supervision of high-risk pregnancy with young multigravida
13795,V2385,Pregnancy resulting from assisted reproductive technology
13796,V2386,Pregnancy with history of in utero procedure during previous pregnancy
13797,V2387,Pregnancy with inconclusive fetal viability
13798,V2389,Supervision of other high-risk pregnancy
13799,V239, Supervision of unspecified high-risk pregnancy
13800,V240, Postpartum care and examination immediately after delivery
13801,V241, Postpartum care and examination of lactating mother
13802,V242, Routine postpartum follow-up
13803,V2501,General counseling on prescription of oral contraceptives
13804,V2502,General counseling on initiation of other contraceptive measures
13805,V2503,Encounter for emergency contraceptive counseling and prescription
13806,V2504,Counseling and instruction in natural family planning to avoid pregnancy
13807,V2509,Other general counseling and advice on contraceptive management
13808,V2511,Encounter for insertion of intrauterine contraceptive device
13809,V2512,Encounter for removal of intrauterine contraceptive device
13810,V2513,Encounter for removal and reinsertion of intrauterine contraceptive device
13811,V252, Sterilization
13812,V253, Menstrual extraction
13813,V2540,Contraceptive surveillance
13814,V2541,Surveillance of contraceptive pill
13815,V2542,Surveillance of intrauterine contraceptive device
13816,V2543,Surveillance of implantable subdermal contraceptive
13817,V2549,Surveillance of other contraceptive method
13818,V255, Insertion of implantable subdermal contraceptive
13819,V258, Other specified contraceptive management
13820,V259, Unspecified contraceptive management
13821,V260, Tuboplasty or vasoplasty after previous sterilization
13822,V261, Artificial insemination
13823,V2621,Fertility testing
13824,V2622,Aftercare following sterilization reversal
13825,V2629,Other investigation and testing
13826,V2631,Testing of female for genetic disease carrier status
13827,V2632,Other genetic testing of female
13828,V2633,Genetic counseling
13829,V2634,Testing of male for genetic disease carrier status
13830,V2635,Encounter for testing of male partner of female with recurrent pregnancy loss
13831,V2639,Other genetic testing of male
13832,V2641,Procreative counseling and advice using natural family planning
13833,V2642,Encounter for fertility preservation counseling
13834,V2649,Other procreative management counseling and advice
13835,V2651,Tubal ligation status
13836,V2652,Vasectomy status
13837,V2681,Encounter for assisted reproductive fertility procedure cycle
